gene_id	zygote_1	zygote_2	zygote_3	zygote_4	zygote_5	zygote_6	zygote_7	zygote_8	zygote_9
ENSMUSG00000038119	95942.3	46286.4	419564	42611.5	12370.9	290601	0	194768	84429.9
ENSMUSG00000038121	2106670	2148600	2879730	2387950	2110620	1611940	74110.4	2489680	2529690
ENSMUSG00000038122	15986.1	2161.78	3866.22	6461.17	12661.1	21462.3	0	629.402	2556.48
ENSMUSG00000038126	2536920	2543060	1170900	4033050	980200	670755	23604.1	826498	5261380
ENSMUSG00000038127	1409760	1172840	962507	925707	1537590	1282340	5784.98	1425700	678950
ENSMUSG00000038128	4484.47	7182.5	6122.52	0	0	0	0	0	0
ENSMUSG00000038141	170918	263396	244073	317090	388474	218150	0	246166	146075
ENSMUSG00000038143	12580.1	15270.3	10965.6	6393.14	15664.5	13187	0	4594.7	13387.5
ENSMUSG00000038145	0	8445.01	6483.06	953.083	14144.4	0	745.007	0	65534.1
ENSMUSG00000038146	0	0	0	0	0	0	0	0	3223.5
ENSMUSG00000038147	0	0	0	0	0	0	123642	0	0
ENSMUSG00000038148	6692.93	0	0	0	0	139863	0	25595.5	18098.7
ENSMUSG00000038151	106051	214398	213416	176379	236088	205782	742.622	97145.2	337674
ENSMUSG00000038156	22741.6	178485	276817	189695	44265.6	73675.3	1508.02	111242	245532
ENSMUSG00000038160	2918820	3158330	2084750	3331660	3525360	3588540	856876	3723140	4112750
ENSMUSG00000038168	0	0	0	0	0	0	0	0	12948.2
ENSMUSG00000038170	206958	274618	437798	374883	367146	323991	509.522	303285	141419
ENSMUSG00000038172	558092	1050870	752349	445823	597160	597046	83423	769060	425077
ENSMUSG00000038173	0	0	0	0	0	0	0	0	59287.2
ENSMUSG00000038174	407152	793667	1163230	862141	393900	1198740	1432610	421016	2148480
ENSMUSG00000038175	7993.43	82827.2	829.173	70038	23743.2	18162.8	0	37900	61611.9
ENSMUSG00000038178	21928.8	4863.46	74491.7	15990.7	16297.5	17943.2	0	57129	0
ENSMUSG00000038179	107790	6267.73	3004.93	11355.3	7815.64	0	4055.95	57921.4	0
ENSMUSG00000038181	0	0	0	911.382	0	0	0	0	0
ENSMUSG00000038187	3366200	2899460	1475850	3052620	3120220	3983790	703754	3171740	3031800
ENSMUSG00000038193	0	0	0	0	6050.98	0	0	0	0
ENSMUSG00000038194	537663	776434	1132560	351923	881942	753135	615539	820020	610896
ENSMUSG00000038195	202862	0	0	0	0	0	0	89767.9	0
ENSMUSG00000038199	1992.16	24102.1	1039.33	27406.2	41180.6	42155	0	0	22888.4
ENSMUSG00000038203	0	0	0	2554.22	0	0	0	0	0
ENSMUSG00000038204	0	0	0	43340.7	0	0	0	0	0
ENSMUSG00000038205	34530.6	42648.2	54044.5	60719.3	24285	83305.1	0	46429.5	44916.4
ENSMUSG00000038206	3079050	3184550	1770390	3165230	3732050	3635640	2010920	3617220	3800510
ENSMUSG00000038208	0	0	0	45452.5	0	200624	0	3071.88	0
ENSMUSG00000038212	429678	604536	362786	580972	690154	588752	876.944	532816	432748
ENSMUSG00000038213	0	0	1115.36	0	0	31484.7	1552.78	2539.45	0
ENSMUSG00000038214	0	6808.77	0	57804.8	2123.96	2985.49	0	0	0
ENSMUSG00000038215	4411910	2315410	3381300	2386390	2960950	1846030	49247	3070230	2577730
ENSMUSG00000038216	341488	108308	0	0	0	126102	0	22046.7	0
ENSMUSG00000038217	0.0148558	158003	1034940	78261.9	27499.3	0.0415799	4511.14	11501.2	0.0180041
ENSMUSG00000038218	0	0	0	744727	0	0	0	0	0
ENSMUSG00000038225	764751	268140	947195	1083190	239391	34820.4	206780	632155	52861.3
ENSMUSG00000038227	0	0	0	0	0	73905.6	0	0	8302.54
ENSMUSG00000038235	0	456679	0	15496.5	8358.83	14766.8	62289.9	0	79442.1
ENSMUSG00000038236	3359700	2749220	3188620	3599830	3169210	3085540	3968200	2522820	3447370
ENSMUSG00000038240	2160450	1674570	2244320	1324550	1587420	1428310	54328.6	1841320	1379030
ENSMUSG00000038241	963712	497041	658560	427686	68423.5	1062180	0	782498	41109.9
ENSMUSG00000038242	85959.7	289372	0	249803	28885	0	108307	14186.4	18160.9
ENSMUSG00000038246	0	0	0	0	0	15224.7	0	0	0
ENSMUSG00000038248	13153.8	0	0	17679.6	31242.2	0	0	0	0
ENSMUSG00000038250	504996	312616	460815	240659	428629	409590	180869	546830	500395
ENSMUSG00000038252	146292	8168.78	1742.24	1044.9	24870.6	101191	29926.3	91515.2	55250.2
ENSMUSG00000038255	0	0	0	0	0	0	1790.01	0	0
ENSMUSG00000038256	872047	966482	1821460	849510	322229	361338	868073	484551	944340
ENSMUSG00000038257	28515	0	0	0	0	0	0	0	0
ENSMUSG00000038260	6848.47	9661.94	0	0	0	0	1032.56	12825.3	3775.91
ENSMUSG00000038264	0	0	0	0	0	0	17323.8	0	0
ENSMUSG00000038267	1075620	224472	1203030	480383	557055	593834	3656400	485431	504343
ENSMUSG00000038268	0	0.283147	0	0	0	0	0	0	0
ENSMUSG00000038271	99628.7	4824.52	16216.4	68253.5	81126.1	11240.1	0	53264.2	0
ENSMUSG00000038274	2461860	1532820	1652770	1582120	1769590	2206190	0	1690120	1424410
ENSMUSG00000038279	24001.6	32093.4	45399.4	140874	23040.4	12414.7	243826	0	0
ENSMUSG00000038280	0	0	6896.14	0	15731.2	2251.2	34022.5	1630.22	14171.9
ENSMUSG00000038286	166661	340867	626229	344104	376880	234419	0	201077	505580
ENSMUSG00000038290	204111	106761	253455	168898	139784	212467	0	133260	124068
ENSMUSG00000038291	62570.5	179857	233999	47810.5	61204.5	307163	0	1295840	181159
ENSMUSG00000038292	154879	268201	73694	279996	394086	229982	16948.9	63145.1	7068.84
ENSMUSG00000038295	4.17E-93	0	0	0	7978.08	4.29E-15	0	19198.2	0
ENSMUSG00000038298	2014520	1939360	1262890	2486010	1760500	2735960	0	2367270	2432870
ENSMUSG00000038299	853862	666097	506166	564791	849268	934709	2171.31	789056	638032
ENSMUSG00000038301	0	0	0	59488.1	12156.2	74162	13537.4	75456.8	18615.4
ENSMUSG00000038302	408657	75904.2	259830	333988	282853	251348	8720.45	248594	361836
ENSMUSG00000038304	2342910	2511570	2398220	2838810	3294900	3568980	6982.39	3016870	2778800
ENSMUSG00000038305	38530	0	0	427040	0	10824.3	0	9078.9	74467
ENSMUSG00000038312	2263910	2480500	2077860	2435400	2870230	3103720	12866.8	3252570	1864920
ENSMUSG00000038319	0	80442.2	0	24358.4	18381.5	13682.5	0	14924.9	0
ENSMUSG00000038323	162339	179792	385633	214195	70084.9	129547	120029	137179	157884
ENSMUSG00000038324	779941	1373470	848857	680264	693400	422771	112702	891699	1623280
ENSMUSG00000038327	4251.81	0	4494.34	11371.8	0	0	6232.33	5799.48	0
ENSMUSG00000038330	7294740	7604850	4718910	7866270	9866130	9827550	7739280	9163210	12694000
ENSMUSG00000038331	86425	49724.8	70875.1	19012.3	48963.7	65204.1	45488.7	14468.4	38376.2
ENSMUSG00000038332	0	0	0	0	12081.6	0	0	0	0
ENSMUSG00000038335	34450.1	40878	5.85E-137	288046	212138	179523	942323	65187.9	6159.82
ENSMUSG00000038342	120276	139624	191434	130657	56458.7	166419	0	126238	85654.8
ENSMUSG00000038344	11892800	14658400	8873670	20536100	16733500	26089300	327810	29133400	24822100
ENSMUSG00000038346	0	13572.2	10143.7	1736.48	0	0	0	61391.5	0
ENSMUSG00000038347	2891580	2757290	2513800	2074830	1721110	1808430	1343320	2316560	1258790
ENSMUSG00000038349	269216	64826.6	280609	166298	147725	193448	0	208110	113915
ENSMUSG00000038351	60065.5	128855	525.995	64780.3	44621	72397.7	79906.9	104520	217330
ENSMUSG00000038352	152506	205258	366313	269638	218195	290871	21188.6	262538	156086
ENSMUSG00000038365	508514	528759	331592	376534	708923	452499	0	405259	350609
ENSMUSG00000038366	42346.9	15401.6	5777.44	0	10559.4	0	62514.7	0	3681.22
ENSMUSG00000038368	1131850	464940	749354	1231140	905630	772129	96117.6	667308	593465
ENSMUSG00000038369	759336	1100630	842409	1035560	1188430	905274	1259150	610368	1433590
ENSMUSG00000038370	93707.5	0	0	102428	0	0	0	0	0
ENSMUSG00000038371	188799	279928	69124	129545	102323	123078	1108990	409675	137830
ENSMUSG00000038372	7866310	9693550	5672330	6728940	11340400	8483700	1828860	6070660	6673960
ENSMUSG00000038374	246605	504581	347424	369495	301924	340795	0	410675	185441
ENSMUSG00000038375	775399	2013200	282984	1672930	1380790	966893	822.711	1123510	786828
ENSMUSG00000038379	1297860	1420250	521941	1217420	671523	840356	1330540	1066720	1294080
ENSMUSG00000038383	783244	1167920	1240180	1169770	1486490	798660	14460	858485	678040
ENSMUSG00000038384	34725	86571.9	137531	10641.6	52222	74138.2	0	2855.47	31181.6
ENSMUSG00000038388	325896	18959.6	441152	309222	441771	242445	1236430	228046	378831
ENSMUSG00000038393	6181250	6916020	3241960	6593470	5842240	5321080	103779	3544330	6946740
ENSMUSG00000038398	85669.3	200762	252884	55631.8	39577.2	172440	0	336700	49615.9
ENSMUSG00000038403	0	0	118427	0	0	0	0	0	0
ENSMUSG00000038406	234957	488333	1151480	469315	317422	290968	100396	438318	121321
ENSMUSG00000038412	1183240	1085460	971082	1198100	1055710	950552	42529.5	1296240	665739
ENSMUSG00000038415	0	3366.88	0	0	0	0	0	0	0
ENSMUSG00000038416	149920	312414	822854	57702.2	259398	345421	161405	253827	179574
ENSMUSG00000038417	40933.2	0	0	17234.1	3636.3	15080.4	993.64	3372.72	0
ENSMUSG00000038418	1795.6	156534	164696	128666	58161.1	205772	0	2269.16	71008.8
ENSMUSG00000038422	0	0	0	0	0	20790.1	0	0	0
ENSMUSG00000038425	410803	332862	198755	337833	404517	369857	549867	377741	445681
ENSMUSG00000038429	68227.1	57157.1	1461350	907439	172474	520082	0	143158	181473
ENSMUSG00000038437	0	0	0	2518.85	0	0	0	0	0
ENSMUSG00000038446	696393	638404	642817	747233	659360	460557	107570	500702	629253
ENSMUSG00000038456	76843.3	106679	29418.8	98277.8	102590	38096.8	9174.96	79206.2	43571.1
ENSMUSG00000038457	2690070	2443960	2630190	2822430	3007280	3333360	21690.9	2870010	2963250
ENSMUSG00000038459	602129	273844	890084	537527	298898	374229	287644	381693	326997
ENSMUSG00000038462	52222.7	82215.2	111202	97309.2	77298.9	0	0	143004	106452
ENSMUSG00000038467	4056.64	23016	4504.34	11849.3	5459.71	0	0	0	0
ENSMUSG00000038473	1049010	474148	898326	1294100	546869	796216	855.636	511115	690467
ENSMUSG00000038481	7113.66	15865	34623.8	11449.4	851.719	16048.8	0	809.584	1618.32
ENSMUSG00000038482	217237	346503	323203	536807	430761	389413	216160	465707	425178
ENSMUSG00000038485	448515	705174	642882	755096	886750	845507	41204.5	905583	549155
ENSMUSG00000038486	0	1069.56	0	0	2673.55	0	0	1254.46	0
ENSMUSG00000038489	71968.9	120821	164234	85878.7	150147	175653	10726.9	31285.8	29301.8
ENSMUSG00000038495	20405.8	170484	6845.27	0	9056.63	0	0	3059.97	0
ENSMUSG00000038496	8956.02	65170.2	0	21079	0	4348.74	0	0	0
ENSMUSG00000038497	456135	559271	479804	491918	589774	624449	2772.01	711335	496183
ENSMUSG00000038500	177509	229517	461742	277411	305778	583115	0	178717	122916
ENSMUSG00000038502	1756660	1016340	2126050	993590	1070050	621943	13615.2	1006990	611285
ENSMUSG00000038503	0	563863	0	34030.4	245249	226338	0	0	0
ENSMUSG00000038506	297623	246495	267726	356055	353486	316761	195250	404621	83327
ENSMUSG00000038507	1796630	2238670	1573630	2161640	2446670	2392770	673032	2360530	3300710
ENSMUSG00000038508	0	20636.7	7270.41	0	8716.38	0	5468.92	0	0
ENSMUSG00000038510	468797	447769	505216	413472	297235	193948	11250.2	258445	384187
ENSMUSG00000038515	0	0	0	0	0	0	247429	0	0
ENSMUSG00000038518	3090120	1448700	2919830	3708070	1637000	2859700	45417.8	2357940	3481480
ENSMUSG00000038520	0	0	0	4432.81	0	0	0	150022	0
ENSMUSG00000038524	2996.5	0	0	0	0	145382	0	3728.27	4019.62
ENSMUSG00000038525	443944	558542	442796	576993	419054	435281	640039	338282	651520
ENSMUSG00000038526	2658.81	0.0035026	0	83136.1	5097.02	0	0	0.242195	0
ENSMUSG00000038527	74830	40677.1	0	25969.9	78675.6	9152.47	0	35649.5	22199.9
ENSMUSG00000038528	40160.2	0	0	0	0	0	0	15387.9	0
ENSMUSG00000038533	183932	695475	1259160	178261	191226	433390	886493	381295	249495
ENSMUSG00000038534	12487.4	98254.1	1298330	286030	45681.5	113274	4203480	181566	117418
ENSMUSG00000038535	306604	321997	155196	336127	162318	231120	328143	267580	308736
ENSMUSG00000038538	431733	705919	653355	618907	742086	634492	447434	594609	368349
ENSMUSG00000038539	3631.97	3615.88	17174.2	6458.76	0	0	0	17043.6	0
ENSMUSG00000038540	108205	132944	56151.5	74593.3	214373	0	0	55348.5	47551.3
ENSMUSG00000038541	20953.8	109905	380541	99029.5	0	0	0	115175	0
ENSMUSG00000038542	2434860	1352010	1237430	1897750	3059050	1540960	0	1633110	1641000
ENSMUSG00000038544	1662230	2021250	1970950	2479040	2352040	2158970	490948	2007200	1599200
ENSMUSG00000038545	0	0	0	0	5575.31	7241.88	0	173523	41176.2
ENSMUSG00000038546	1719390	1373430	1147610	1341760	1382910	1327880	284093	1861350	2156480
ENSMUSG00000038550	1405990	942503	2123.93	866374	937822	595120	0	548312	508229
ENSMUSG00000038555	3171620	3317040	2467530	3286860	3784530	3301530	4599.67	3428520	2676760
ENSMUSG00000038560	7335.98	7842.06	0	0	0	0	0	0	0
ENSMUSG00000038563	1789340	1406450	1207760	1025230	858646	1956460	17292.8	993183	1028350
ENSMUSG00000038564	0	26267.6	0	32509.8	0	1613.96	0	0	4707.98
ENSMUSG00000038567	21602.9	0	0	0	0	0	13312.5	0	67288.2
ENSMUSG00000038569	150061	84088	153771	758846	315377	301667	85693.1	184889	73032.2
ENSMUSG00000038570	585931	9352.12	684.243	0	103915	0	0	0	10788.7
ENSMUSG00000038576	0	0	0	86843	0	94264	0	3800.17	0
ENSMUSG00000038578	0	0	0	0	24562.2	0	2504110	0	0
ENSMUSG00000038580	186380	0	0	0	42172.7	0	0	0	0
ENSMUSG00000038582	283653	305875	227884	282667	406998	223209	344189	309720	139745
ENSMUSG00000038583	0	3696.42	0	0	0	0	0	0	0
ENSMUSG00000038587	793604	622468	626440	662152	663403	881438	7077.37	818822	766455
ENSMUSG00000038593	2955.41	364092	144655	146026	4.05E-213	68937.7	9965.14	73575.9	6.58E-241
ENSMUSG00000038594	345949	276288	115271	424996	210457	184337	385405	123047	91089.2
ENSMUSG00000038598	268460	633988	208028	396019	375191	389532	25979.8	296161	328753
ENSMUSG00000038600	33427.2	53289.5	429787	89259.5	119951	94561.6	0	39650.9	343121
ENSMUSG00000038604	0	52240.5	46776.2	33241.5	23284.9	67366.2	892.754	9455.07	33568.6
ENSMUSG00000038605	1380650	889999	805072	911972	1151110	602735	0	784834	434428
ENSMUSG00000038607	21581.7	67971.6	56922.2	123719	135479	21349.9	0	70882.9	61222.1
ENSMUSG00000038608	0	7143.09	1661.6	11374	8135.4	0	0	9624.12	0
ENSMUSG00000038611	155275	16616.3	34029.7	146995	43963.5	59956.6	0	72370.8	0
ENSMUSG00000038612	54477	7112.21	10254.4	14384.8	56308.1	21129.5	0	11702.2	23586.3
ENSMUSG00000038615	1753170	1264920	1295660	2352700	1006290	687707	1927370	1221510	965322
ENSMUSG00000038618	0	0	582637	131973	0	0	0	0	0
ENSMUSG00000038619	866834	1091120	1122730	937002	620731	744590	593330	518259	608040
ENSMUSG00000038622	1561130	1464000	2509140	1153590	1263870	1195630	7688.33	1314670	1694490
ENSMUSG00000038623	0.00941351	0	6001.44	105936	29423.3	0	0	0	0
ENSMUSG00000038628	6122690	6480210	5990120	4839940	8761640	10167000	4258990	6453330	8421690
ENSMUSG00000038630	181552	322574	316044	167677	133923	189413	92583.4	184149	78331.1
ENSMUSG00000038633	5301130	5544120	3769860	5497900	6932540	7738420	1037470	6197750	7523910
ENSMUSG00000038637	0	0	0	0	0	108416	0	71037.6	0
ENSMUSG00000038641	0	0	0	0	0	16812	0	0	0
ENSMUSG00000038644	0	0	123035	0	84326.5	148848	0	0	0
ENSMUSG00000038646	2887810	3494590	2787730	2858470	1927650	2278570	2759350	1603730	5317870
ENSMUSG00000038648	23675	0	33035.4	8057.78	3961.55	9989.11	0	14160.2	6440.27
ENSMUSG00000038650	120728	6964.58	0	0	4366.23	285233	276284	0	75672
ENSMUSG00000038651	1252920	1484700	1471360	1332870	952517	1866220	0	1226120	2388070
ENSMUSG00000038658	255828	218342	319939	300958	208755	213790	414220	170531	350708
ENSMUSG00000038663	108487	39831.9	1589.2	117635	54982.8	104054	8098.8	1283.53	29998.3
ENSMUSG00000038664	47327.8	69267	42592.3	42975.7	110253	116416	181138	68066.3	39347.9
ENSMUSG00000038665	0	0	21067.4	2600.22	47655.8	0	0	42340.5	3746.46
ENSMUSG00000038668	353782	244363	18736	478390	295816	584558	877.552	574262	89431.8
ENSMUSG00000038671	520370	252765	37655.1	4613.71	1153740	1064830	0	83955.1	239838
ENSMUSG00000038677	0	3064.32	0	0	0	0	0	0	0
ENSMUSG00000038679	559916	502887	307731	450632	291047	406798	501398	323782	662635
ENSMUSG00000038683	24608100	23217600	17578700	21720900	21029400	33056200	14423.5	28016600	62880700
ENSMUSG00000038685	806815	878368	338016	738580	638649	232804	1487600	796608	912403
ENSMUSG00000038690	2343040	1874000	3162210	2873410	1731690	1165760	568146	2615160	1525790
ENSMUSG00000038692	0	1624.13	0	0	0	0	0	0	0
ENSMUSG00000038695	477818	754302	494197	910115	1546230	792846	0	737205	218821
ENSMUSG00000038696	5225700	5740760	4136920	5782530	4489510	3888820	3801310	4641660	4186790
ENSMUSG00000038702	0	2146.55	23898.4	14551.9	6160.74	17552.3	446.084	21017	10014.1
ENSMUSG00000038705	0	1041.01	0	0	0	0	0	0	15829.6
ENSMUSG00000038708	608577	462309	496287	594237	590563	601542	172728	767374	683193
ENSMUSG00000038712	5255380	5837070	3000190	5648310	4813120	3701550	2294020	5938300	4075090
ENSMUSG00000038717	715561	860282	981335	774067	908190	870759	0	782988	1170150
ENSMUSG00000038718	121869	75617.8	91149.4	136457	131246	21649.9	132918	232340	0
ENSMUSG00000038721	0	0	0	0	0	0	0	0	9000.23
ENSMUSG00000038722	2354590	3942270	3082910	1397640	1722800	4057990	71006	1983170	2181080
ENSMUSG00000038729	166776	213779	103188	154167	197521	258008	64740.8	232165	289059
ENSMUSG00000038733	1600780	2158390	1386090	2393540	2386080	1847130	877805	1564820	2594180
ENSMUSG00000038736	439000	567290	255114	375626	540541	427641	13029.6	662158	429423
ENSMUSG00000038740	726433	1832720	1398510	1336840	1139580	1621270	41121.9	1604560	517443
ENSMUSG00000038750	7965440	8757870	4581150	8175590	10689700	13478000	4736290	10074500	17813500
ENSMUSG00000038751	0	0	0	0	0	0	0	0	3319.6
ENSMUSG00000038754	0	5102.87	0	0	0	0	0	113603	0
ENSMUSG00000038756	0	1774.18	0	0	0	0	0	0	4648.68
ENSMUSG00000038759	89375.5	78179.6	55998.3	23762	85604.5	14045.5	0	20084	30587.2
ENSMUSG00000038760	35701.9	0	0	0	0	5456.27	0	0	0
ENSMUSG00000038762	8898460	10260400	11480600	11965500	13710200	16170500	1437.81	13129200	12822900
ENSMUSG00000038763	0	0	0	0	0	2981.55	0	0	0
ENSMUSG00000038764	972285	337711	552764	759293	124105	0	2807540	753.628	262595
ENSMUSG00000038766	129144	64977.2	55809.4	140894	10688.9	10575.6	0	63274.7	3593.42
ENSMUSG00000038768	1415550	1613040	940247	1288910	1537660	1623930	0	1387190	737637
ENSMUSG00000038770	3341620	3739410	1900400	3767690	2878940	3167200	2652.86	3222600	3679490
ENSMUSG00000038773	23998	74316.1	41984.2	79270.7	92358	61216.1	0	53662.1	31972.1
ENSMUSG00000038774	178072	106228	131849	144851	127185	229827	94833.9	172994	96371.6
ENSMUSG00000038776	0	0	0	0	0	0	0	0	82143.2
ENSMUSG00000038780	157723	152790	187443	183312	189651	104367	351561	232520	111520
ENSMUSG00000038781	0	0	0	0	0	31175.6	15590.2	0	0
ENSMUSG00000038782	852527	354583	4978.21	298457	252479	387544	0	474235	493691
ENSMUSG00000038784	983180	1058970	700350	1101380	960367	1063190	224227	1032210	1045660
ENSMUSG00000038797	0	0	0	457577	0	0	0	0	0
ENSMUSG00000038803	4258120	3635290	5104390	3166510	4922120	5580420	170590	4033210	4712290
ENSMUSG00000038806	292383	342627	277530	438435	322022	257196	996.689	303207	324822
ENSMUSG00000038807	4410.59	11145.3	8332.19	21973.4	55801.3	11666	0	38302.5	1916.01
ENSMUSG00000038811	0	0	0	0	0	0	0	0	0
ENSMUSG00000038812	4073070	3559490	2640240	3795120	4513480	4861490	178006	4360280	5026500
ENSMUSG00000038816	3818480	2614360	2298040	3655770	3539270	3905910	2851200	4162570	3389740
ENSMUSG00000038822	1106640	177544	1051260	848866	169957	91720.5	0	76058	262853
ENSMUSG00000038827	849305	81513.9	598670	679697	610396	58835.3	64191.7	303677	419098
ENSMUSG00000038828	177694	370059	649579	130143	256357	363252	0	483982	246104
ENSMUSG00000038831	127822	96113.6	68342.4	54349	13715.7	284032	0	113654	49938.8
ENSMUSG00000038836	958727	986154	1405910	1495620	985285	1045860	1499440	1009720	1348240
ENSMUSG00000038838	381947	546501	2013900	2397740	2115820	1488060	0	2448870	1488150
ENSMUSG00000038840	0	0	0	0	0	0	152354	0	0
ENSMUSG00000038843	0	0	0	0	0	1633.44	559217	0	0
ENSMUSG00000038844	254054	176457	451201	349735	154931	62507.9	104098	246939	266424
ENSMUSG00000038845	825100	793022	1267140	1001260	1036540	998721	801538	1538740	1429910
ENSMUSG00000038848	131778	161403	10468.5	71000.6	80212.1	55212.7	210859	36146	68060.7
ENSMUSG00000038855	0	0	0	0	0	0	0	0	0
ENSMUSG00000038859	607097	623641	812101	577187	606208	577304	1044.56	617105	788694
ENSMUSG00000038860	742034	123345	0	44411.4	28841.9	167403	880582	17202.4	115823
ENSMUSG00000038861	1320.09	63805.7	727.447	2067.52	11422.8	1.05E-196	0	0	0.539715
ENSMUSG00000038866	292007	242502	286677	215262	266554	199373	91672	221922	201545
ENSMUSG00000038871	9638410	11602800	6938220	10292600	13246900	15533900	1234760	12267800	17553600
ENSMUSG00000038872	71162	60959	42958.2	52819.2	42701.1	33755.8	100742	35909.2	26758.9
ENSMUSG00000038876	1656280	1742760	1574490	1364160	1475570	1659010	542463	1491610	1438970
ENSMUSG00000038879	0	0	929.526	29914.5	1242.63	0	0	0	0
ENSMUSG00000038880	0	3.43E-195	0	0	0	0	0	2.09E-92	14784.5
ENSMUSG00000038886	0	20827.7	35973.7	0	13971.2	0	0	2600.45	0
ENSMUSG00000038888	0	0	1226.5	2059.47	0	0	0	0	5999.39
ENSMUSG00000038893	450766	633254	997181	689882	470568	305336	0	348342	350958
ENSMUSG00000038895	423040	439243	1009550	603264	576922	404184	4781.7	389846	246169
ENSMUSG00000038900	0	33221	16462.6	10761.9	6971.66	0	4043340	38138.8	0
ENSMUSG00000038902	50868.1	142452	42166.8	69846	51732.3	1079780	510.947	54962	3149.24
ENSMUSG00000038903	130606	94307.4	191880	96058.3	66585.5	465055	0	127824	0
ENSMUSG00000038909	1110540	2486430	615591	2106680	664104	557362	20336.6	627233	632409
ENSMUSG00000038910	16436.5	38265.8	90281.4	4467.6	7689.45	36005	140765	21282.8	139218
ENSMUSG00000038914	550022	346563	599867	366266	90994.8	199837	207780	404828	91804.9
ENSMUSG00000038916	0	0	0	0	0	18021.7	0	0	0
ENSMUSG00000038925	13362800	14549400	8163260	13428800	17463500	22540700	4313220	16367700	28124500
ENSMUSG00000038930	5677060	10286.9	0	234225	2728740	103387	37786200	43168.2	0
ENSMUSG00000038932	0	2845.11	7122.33	0	99165.2	0	497166	55765.5	91878
ENSMUSG00000038936	0	5682.68	0	0	2802.56	0	227828	0	0
ENSMUSG00000038943	4474440	3881990	3244000	4035840	4560700	4251900	1535850	4498350	5348740
ENSMUSG00000038949	886284	762133	1159450	983126	1106870	966186	340596	992627	1280050
ENSMUSG00000038954	225992	477166	747130	571161	323584	417946	0	424964	179185
ENSMUSG00000038957	11650.2	6937.85	7645.36	34443.9	27342	14119.4	11772.5	9652.35	8273.74
ENSMUSG00000038963	367128	387120	341149	391776	383687	376352	1371.03	310193	221316
ENSMUSG00000038965	559228	201594	192431	226457	323221	182130	0	345088	41525.1
ENSMUSG00000038967	0	0	0	0	0	0	0	274781	0
ENSMUSG00000038970	21162.5	16065.5	42701.1	9117.64	31223	20042.7	8659.09	6254.46	10756.2
ENSMUSG00000038975	304358	183426	345983	253527	178548	0	0	141138	246098
ENSMUSG00000038976	41474.3	99928.8	927.278	34185.2	92059.4	6828.01	125956	41043.5	5087.48
ENSMUSG00000038982	0	226180	268479	234339	4101.07	222810	0	15088.5	0
ENSMUSG00000038984	14703.7	26901.1	0	12359.6	5125.39	0	0	0	0
ENSMUSG00000038987	0	0	0	6898.14	0	0	0	0	0
ENSMUSG00000038990	30465.3	132254	5963.02	15298	12689.3	77936.6	0	100518	17314.4
ENSMUSG00000038991	626210	896236	814962	605134	726918	699432	1416.71	428436	630082
ENSMUSG00000038997	0	3179.44	0	0	0	5034.96	0	0	0
ENSMUSG00000039000	99623	61730.4	269979	187173	121052	79317.7	0	111751	98532.7
ENSMUSG00000039001	2385220	1072990	3660940	3906090	2285450	1695530	0	1550260	1450120
ENSMUSG00000039004	658603	660050	694681	871632	720559	761505	2086.09	722442	641593
ENSMUSG00000039007	76933.4	40990.4	0	44299.8	0	35722.5	0	2970.22	115213
ENSMUSG00000039013	23314.1	28887.4	201148	10440.9	48533.6	6835.45	0	26845.2	22421.5
ENSMUSG00000039016	17741000	17391800	13590500	16582700	19138300	20033400	93768.7	19378000	25537200
ENSMUSG00000039018	807007	2152580	1446720	1573930	20426500	26313300	0	1448780	806980
ENSMUSG00000039021	194.722	233996	0	91854.7	14346.5	0	0	19815.2	0
ENSMUSG00000039031	357298	408594	234299	300431	307998	222567	0	201681	1258930
ENSMUSG00000039032	0	0	0	0	71101.3	0	0	0	0
ENSMUSG00000039033	117217	103500	211720	174238	85720.1	122882	1396.12	35742.4	72523.1
ENSMUSG00000039041	1245540	1593290	1326700	1015690	1369160	1219690	40871.3	1819330	592393
ENSMUSG00000039043	100367	0	61610.6	52925.9	78582.6	0	0	36729.8	5730.98
ENSMUSG00000039046	36102	19875.9	61535.5	38301.3	12241.6	27628.1	0	18083	10351.9
ENSMUSG00000039047	2101750	1338710	1259500	1904020	1393180	1494750	643484	1063380	814625
ENSMUSG00000039048	206202	30062	0	84770.1	54679.8	0	0	52855.3	0
ENSMUSG00000039050	406354	84790.9	103509	232262	126343	171665	777737	95985	226966
ENSMUSG00000039055	92469.2	315748	1149550	811296	438866	535366	0	166526	269555
ENSMUSG00000039057	58745.2	45268.7	161800	88085.1	44934.3	26103.9	13176	52551.1	46374.5
ENSMUSG00000039058	166717	139543	190460	368124	212855	173978	1215.51	210524	144551
ENSMUSG00000039062	0	0	0	0	0	0	0	0	7178.7
ENSMUSG00000039063	1174820	1581380	1690860	1548090	1740340	1542370	0	1368280	770903
ENSMUSG00000039065	619436	803141	172147	789019	181404	353111	1200.64	115400	48929.1
ENSMUSG00000039067	1940840	1977810	1914900	2049850	2107150	2002970	5368.18	2022170	1830420
ENSMUSG00000039068	549291	597945	1182570	321571	443100	428203	483717	743469	369092
ENSMUSG00000039069	0	0	0	73748.2	0	131932	1327.53	0	0
ENSMUSG00000039086	153172	193855	126984	163601	80757.9	104860	600.608	81382.5	87546.6
